servicioResponsable,descripcion,codigo,ejecutado,estado,ano,gastadoAnosAnteriores,servicioResponsableEjecucion,fechaRegistro,etapa,fuenteFinanciamiento,solicitado,rate,nombreIniciativa,provision,unidadTecnica,comuna,georeferenciacion,totalBeneficiarios,id,tipoIniciativa,sector
Gobierno Regional,null,30102498,,null,2012,19898500,,20120124,6,33.03,14137886,5,"CONSTRUCCION E INSTALACION DE VEREDAS Y ADOCRETOS, VISVIRI, ETAPA 4",,I. Municipalidad de Gral Lagos,Gral Lagos,"[{x:449627,y:8054461,ogc:32719}]",1179,1,EJECUCION,Multisectorial
Gobierno Regional,null,30100949,,null,2012,0,,20120124,6,29,0,5,ADQUISICION CARGADOR FRONTAL PARA LA MUNICIPALIDAD DE ARICA,null,I. Municipalidad de Arica,Arica,"[{x:364077,y:7957648,ogc:32719}]",181932,1,EJECUCION,Multisectorial
Gobierno Regional,null,30099515,,null,2012,0,,20120719,6,29,0,5,"ADQUISICION CAMIONES TOLVA, COMUNA DE ARICA",null,I. Municipalidad de Arica,Arica,"[{x:361934,y:7955727,ogc:32719}]",175441,1,EJECUCION,Multisectorial
Gobierno Regional,null,20156521,,16,2012,1234000,,20130108,6,31.02,24262000,1,MEJORAMIENTO SIST. TELECOMUNICACIONES RED ASISTENCIAL ARICA-PARIN.,,Servicio de Salud de Arica,Regional,"[{x:363579,y:7960837,ogc:32719},{x:366776,y:7954197,ogc:32719},{x:360300,y:7955959,ogc:32719}]",17606700,1,EJECUCION,Salud
Gobierno Regional,null,30099503,,null,2012,0,,20120124,6,29,0,5,"ADQUISICION CAMIONES ALJIBES, COMUNA DE ARICA",,I. Municipalidad de Arica,Arica,"[{x:362227,y:7956313,ogc:32719}]",175441,1,EJECUCION,Multisectorial
Gobierno Regional,null,30099520,,null,2012,0,,20120124,6,29,0,5,null,null,I. Municipalidad de Arica,Arica,"[{x:363851,y:7957786,ogc:32719}]",175442,1,EJECUCION,Multisectorial
Gobierno Regional,null,30114561,,null,2012,0,,20130110,6,29,94912491,5,REPOSICION EQUIPAMIENTO LABORATORIO DE IDIOMAS LICEO A-1,,Gobierno Regional,Arica,"[{x:361844,y:7956872,ogc:32719}]",1325,1,EJECUCION,null
Gobierno Regional,null,30105703,,null,2012,0,,20120124,6,29,67544400,5,ADQUISICION CAMION COMPACTADOR DE BASURA PARA GENERAL LAGOS,,I. Municipalidad de Gral Lagos,Gral Lagos,"[{x:449624,y:8054438,ogc:32719}]",1179,1,EJECUCION,Salud
Gobierno Regional,null,30105772,,null,2012,0,,20120124,6,29,49028000,5,ADQUISICION CAMION ALZA HOMBRE PARA LA COMUNA DE GENERAL LAGOS,,I. Municipalidad de Gral Lagos,Gral Lagos,"[{x:449631,y:8054428,ogc:32719}]",1179,1,EJECUCION,Multisectorial
Gobierno Regional,"REPOSICION DE CAMAROTES, DE EQUIPOS DE AMPLIFICACION Y DE EQUIPOS BASES RADIALES, QUE SE ENCUENTRAN EN MALAS CONDICIONES.",30116563,,null,2012,0,,null,6,29,7201000,5,null,,I. Municipalidad de Arica,Arica,"[{x:419153,y:7948438,ogc:32719}]",3000,1,EJECUCION,null
Gobierno Regional,null,30072028,,16,2012,675000,,20120124,6,31.02,225467555,1,REPOSICION PLAZA ARAUCO  DE ARICA,,I. Municipalidad de Arica,,"[{x:362344,y:7957193,ogc:32719},{x:362344,y:7957193,ogc:32719}]",2257,1,EJECUCION,Multisectorial
Gobierno Regional,null,30113287,,16,2012,86183435,,20120127,6,29,13516565,0,null,,null,Regional,"[{x:429049,y:7981423,ogc:32719},{x:433830,y:7984470,ogc:32719},{x:434837,y:7987216,ogc:32719},{x:440499,y:7987523,ogc:32719},{x:440500,y:7987379,ogc:32719},{x:440498,y:7987812,ogc:32719}]",191000,1,EJECUCION,Transporte
Gobierno Regional,null,30115964,,null,2012,700000000,,20120126,6,29,5234655,0,null,,null,Regional,"[{x:488415,y:7997717,ogc:32719},{x:473282,y:8014461,ogc:32719},{x:499460,y:7902068,ogc:32719},{x:459258,y:8045681,ogc:32719},{x:493102,y:7895170,ogc:32719},{x:447565,y:8061295,ogc:32719},{x:487325,y:7890571,ogc:32719},{x:439992,y:8058956,ogc:32719},{x:480392,y:7888842,ogc:32719},{x:433606,y:8050825,ogc:32719},{x:468836,y:7888252,ogc:32719},{x:426035,y:8049640,ogc:32719},{x:456106,y:7895694,ogc:32719},{x:420788,y:8050199,ogc:32719},{x:448588,y:7896824,ogc:32719},{x:413852,y:8036853,ogc:32719},{x:437018,y:7899087,ogc:32719},{x:414613,y:7995800,ogc:32719},{x:426021,y:7901920,ogc:32719},{x:404186,y:7988821,ogc:32719},{x:420246,y:7900172,ogc:32719},{x:397242,y:7983589,ogc:32719},{x:414474,y:7897847,ogc:32719},{x:388553,y:7979500,ogc:32719},{x:400023,y:7897200,ogc:32719},{x:382183,y:7976576,ogc:32719},{x:392530,y:7893135,ogc:32719},{x:373488,y:7974213,ogc:32719},{x:382165,y:7886752,ogc:32719},{x:365933,y:7975316,ogc:32719},{x:375820,y:7884987,ogc:32719},{x:357228,y:7974676,ogc:32719},{x:367764,y:7880336,ogc:32719}]",191000,1,EJECUCION,Transporte
Gobierno Regional,null,30096762,,null,2012,26882500,,20120210,6,31.01,65917500,1,null,Puesta en Valor del Patrimonio,I. Municipalidad de Camarones,Regional,"[{x:417001,y:7917567,ogc:32719}]",161220,1,EJECUCION,null
Gobierno Regional,"EL PROYECTO CONSISTE EN EL MEJORAMIENTO DE SOMBREADEROS EN LOS SIGUIENTES JARDINES INFANTILES, CAMPANITA CON 231 M2, PARINITAS CON 190 M2, TORTUGUITA CON 337 M2, DUMBO CON 525 M2, AVIONCITO CON 150 M2 Y RAYITO DE SOL CON 173 M2 Y EL LEVANTAMIENTO DE CIERROS PERIMETRALES EN LOS JARDINES INFANTILES CAMPANITA DE 112,59 ML, TORTUGUITA DE 172,93 ML, DUMBO DE 208.30 ML, AVIONCITO DE 139,77 ML Y RAYITO DE SOL DE 177,70 ML PERTENECIENTES A JUNJI ARICA.  ESTE PROYECTO CONTEMPLA ADEMAS OBRAS DE DEMOLICIONES PARA EL LEVANTAMIENTO DE LOS CIERRES, MIENTRAS QUE PARA LOS SOMBREADEROS SE CONSIDERA LA INSTALACION DE ESTRUCTUCTURAS METALICAS, MEMBRANAS  EN PASILLOS Y PATIOS INTERIORES Y TENSO ESTRUCTURA EN LOS PATIOS DE JUEGOS DE LAS NIAS Y NIOS. ",30100766,,16,2012,0,,20120802,6,31.02,0,1,MEJORAMIENTO DE SOMBREADEROS Y CIERROS DE 6 JS. INF. JUNJI ARICA,,null,Arica,"[{x:362933,y:7957039,ogc:32719},{x:362928,y:7954588,ogc:32719},{x:364179,y:7955506,ogc:32719},{x:361375,y:7954669,ogc:32719},{x:361412,y:7955334,ogc:32719},{x:363920,y:7960902,ogc:32719}]",900,1,EJECUCION,null
Gobierno Regional,null,30108605,,16,2012,1001000,,20120802,6,31.02,1198936902,0,"CONSERVACION VARIOS SECTORES CANAL LAUCA, COMUNA DE PUTRE",,null,Regional,"[{x:475645,y:7985290,ogc:32719}]",1300,1,EJECUCION,Silvoagropecuario
Gobierno Regional,null,2401006,,null,2012,0,,null,6,24.01,702390000,0,null,,null,ARICA,[],50,1,EJECUCION,Multisectorial
Gobierno Regional,"FONDO DESTINADO A FINANCIAR ACTIVIDADES DEPORTIVAS A ENTIDADES PUBLICAS MEDIANTE CONCURSO PUBLICO.",2403003,,null,2012,97336000,,20120312,6,24.03,7417117,0,FONDO REGIONAL 2% DEPORTE (PUBLICO - MUNICIPAL) 2011,,Gobierno Regional,Regional,[],180000,1,EJECUCION,Deportes
Gobierno Regional,null,30086306,,16,2012,850000,,20130110,6,31.02,74232833,1,CONSTRUCCION TECHADO DE PATIO  LICEO C-3 DE PUTRE,,I. Municipalidad de Putre,Putre,"[{x:440848,y:7988072,ogc:32719},{x:440825,y:7988074,ogc:32719}]",640,1,EJECUCION,null
Gobierno Regional,null,30100796,,16,2012,18568000,,20120201,3,31.02,76087000,1,MEJORAMIENTO ACCESIBILIDAD Y CONECTIVIDAD AL PUERTO DE ARICA,,null,ARICA,"[{x:360191,y:7956473,ogc:32719},{x:360643,y:7956692,ogc:32719},{x:361057,y:7957002,ogc:32719},{x:361707,y:7957421,ogc:32719},{x:362212,y:7957767,ogc:32719},{x:363004,y:7958601,ogc:32719},{x:363253,y:7959252,ogc:32719},{x:363246,y:7960243,ogc:32719},{x:363220,y:7961324,ogc:32719},{x:363215,y:7962027,ogc:32719}]",175441,1,EJECUCION,Transporte
Gobierno Regional,null,30086334,,16,2012,15655575,,20130110,6,31.02,65371585,1,CONSTRUCCION CIERRE PERIMETRAL ESCUELA  G-44 DE BELEN,,I. Municipalidad de Putre,Putre,"[{x:448237,y:7952371,ogc:32719}]",67,1,EJECUCION,null
Gobierno Regional,null,30116268,,null,2012,13186000,,20120203,6,33.03,10761694,0,null,,I. Municipalidad de Arica,Arica,"[{x:364046,y:7955079,ogc:32719}]",40,1,EJECUCION,Multisectorial
Gobierno Regional,null,30116203,,null,2012,17142000,,20120203,6,33.03,12328323,0,null,,I. Municipalidad de Arica,Arica,"[{x:362787,y:7955316,ogc:32719}]",52,1,EJECUCION,Multisectorial
Seremi  de Salud,null,24.01.004,,null,2012,0,,null,6,24.01,764545636,0,Programa Ampliado De Inmunizaciones,,Seremi  de Salud,Regional,[],37000,172,EJECUCION,Salud
Seremi  de Salud,null,24.01.007,,null,2012,0,,null,6,24.01,223308173,0,Programa De Alimentación Complementaria Para El Adulto Mayor,,Seremi  de Salud,Regional,[],15000,172,EJECUCION,Salud
Gobierno Regional,null,30108722,,16,2012,36409123,,20130110,6,33.03,446250,0,null,,Gobierno Regional,,"[{x:362153,y:7955892,ogc:32719}]",8168,1,EJECUCION,Multisectorial
null,null,,,null,2012,0,,null,6,33.01,5934855000,0,"Subsidios Fondo Solidario de Vivienda (subt 33, item 01.23)",,null,Arica,[],865,179,EJECUCION,Vivienda
Seremi  de Salud,null,24.01.003,,null,2012,0,,null,6,24.01,616072166,0,Programa Nacional De Alimentación Complementaria,,Seremi  de Salud,Regional,[],45000,172,EJECUCION,Salud
Seremi  de Salud,null,656-2010,,null,2012,0,,20120203,6,22.11,126496238,0,null,,Seremi  de Salud,Arica,[],25000,172,EJECUCION,Salud
Seremi  de Salud,null,s/c,,null,2012,0,,20120306,6,22.11,378454526,0,null,,Seremi  de Salud,,[],153000,172,EJECUCION,Salud
Gobierno Regional,null,30116297,,null,2012,9890000,,20120203,6,33.03,5489111,0,"MEJORAMIENTO ACERAS TRAMO D.PORTALES, 18 DE SEPT, SN I LOYOLA, ARICA",,I. Municipalidad de Arica,,"[{x:362899,y:7955501,ogc:32719}]",30,1,EJECUCION,Multisectorial
Seremi  de Salud,null,S/C,,null,2012,0,,20120203,6,23.01,92138742,0,SUBSIDIO DE REPOSO MATERNAL ARTICULO 196 CODIGO DEL TRABAJO,,Seremi  de Salud,Regional,[],36000,172,EJECUCION,Salud
Seremi  de Salud,null,S/C,,null,2012,0,,20120203,6,23.01,887171433,0,SUBSIDIO DE ENFERMEDAD Y MEDICINA CURATIVA    ,,Seremi  de Salud,Regional,[],40000,172,EJECUCION,Salud
Gobierno Regional,null,30099368,,16,2012,617977158,,20120206,6,31.02,2958528384,0,null,,null,Arica,"[{x:362657,y:7955406,ogc:32719},{x:363511,y:7960530,ogc:32719}]",131534,1,EJECUCION,Transporte
null,null,24.01.256,,null,2012,0,,null,6,24.01,183224214,5,null,,null,Regional,[],300,101,EJECUCION,null
null,null,24.01.257,,null,2012,0,,null,6,24.01,649928354,5,null,,null,Regional,[],2393,101,EJECUCION,null
null,null,24.01.262,,null,2012,0,,null,6,24.01,453151891,5,null,,null,Regional,[],1344,101,EJECUCION,null
null,null,24.01.263,,null,2012,0,,null,6,24.01,2894019,5,null,,null,Regional,[],305,101,EJECUCION,null
Seremi de Agricultura,null,24.01.371,,null,2012,0,,null,6,24.01,4119719,0,null,,Seremi de Agricultura,Regional,[],15,279,EJECUCION,Silvoagropecuario
null,null,24.03.180,,null,2012,0,,null,6,24.03,510585085,5,null,,null,,[],1084,101,EJECUCION,null
null,null,24.03.181,,null,2012,0,,null,6,24.03,242279228,5,null,,null,Regional,[],321,101,EJECUCION,null
null,null,24.03.185,,null,2012,0,,null,6,24.03,21551474,5,null,,null,Regional,[],371,101,EJECUCION,null
null,null,24.03.186,,null,2012,0,,null,6,24.03,1087902124,5,null,,null,Regional,[],2772,101,EJECUCION,null
Instituto de la Juventud,null,,,null,2012,0,,20120206,6,24.01,26700257,0,Casa Integral de Juventud (CIJ),,Instituto de la Juventud,Regional,[],80,35,EJECUCION,null
Instituto de la Juventud,null,,,null,2012,0,,20120206,6,24.01,250466,0,ProgramaTarjeta Joven,,Instituto de la Juventud,Regional,[],3600,35,EJECUCION,Social
Instituto de la Juventud,Multiples beneficios mediante la utilizacion de tarjeta joven.,,,null,2012,0,,20120206,6,24.01,295213,0,null,,Instituto de la Juventud,Regional,[],3360,35,EJECUCION,Social
Instituto de la Juventud,null,,,null,2012,0,,20120206,6,24.01,7945211,0,Red Nacional de Infocentros,,Instituto de la Juventud,Regional,[],3910,35,EJECUCION,null
Instituto de la Juventud,Centro de internet para toda la comunidad. Incluye todos los grupos sociales y etarios.,,,null,2012,0,,20120206,6,24.01,3454755,0,Fondo de Desarrollo de las Telecomunicaciones (FDT),,Instituto de la Juventud,ARICA,[],1910,35,EJECUCION,null
null,null,24.03.387,,null,2012,0,,null,6,24.03,27597186,5,null,,null,Regional,[],25,101,EJECUCION,null
Instituto de la Juventud,null,,,null,2012,0,,20120206,6,24.01,5335459,0,null,,Instituto de la Juventud,Regional,[],450,35,EJECUCION,Social
Instituto de la Juventud,Los fondos permitiran generar proyectos de emprendimiento a iniciativas de desarrollo social ,,,null,2012,0,,20120206,6,24.01,8760122,0,Servicio Joven Social,,Instituto de la Juventud,Regional,[],6,35,EJECUCION,Social
Consejo Nacional de la Cultura y las Artes,null,24.03.087,,null,2012,0,,null,6,24.03,106827606,0,Actividades De Fomento Y Desarrollo Cultural,,Consejo Nacional de la Cultura y las Artes,Regional,[],3740,19,EJECUCION,null
Consejo Nacional de la Cultura y las Artes,null,24.03.121,,null,2012,0,,null,6,24.03,79144792,0,Fomento al Desarrollo Cultural en el Barrio,,Consejo Nacional de la Cultura y las Artes,"Arica,Camarones",[],5000,19,EJECUCION,null
Consejo Nacional de la Cultura y las Artes,null,24.03.123,,null,2012,0,,null,6,24.03,59668384,0,Fomento Y Desarrollo Del Patrimonio Nacional,,Consejo Nacional de la Cultura y las Artes,Regional,[],150,19,EJECUCION,null
Seremi  de Salud,ESTUDIO DE NORMALIZACION (CONSULTORIAS) DE PROYECTO PREINVERSIONAL QUE PERMITIRA DOTAR A LA REGION DE UN LABORATORIO AMBIENTAL DE ACUERDO A MODELOS DE LA RED Y GESTION DEL MINAL,30085092,,null,2012,0,,20120306,3,31.02,11928120,5,null,,Seremi  de Salud,Regional,"[{x:100831,y:5561219,ogc:32719}]",189600,172,EJECUCION,Salud
Seremi  de Salud,"LA CONSTRUCCION DEL LABORATORIO DE ARICA CUENTA CON ESTE FINANCIAMIENTO PARA EL PAGO DE  CONSULTORIAS Y OBRAS CIVILES QUE DEMANDE DICHO PROYECTO, QUE PERMITIRA DOTAR A LA REGION DE ARICA Y PARINACOTA DE UN LABORATORIO AMBIENTAL MODERNO DE ACUERDO A LAS NORMAS TECNIC AS Y DE LOS MODELOS DE LA RED Y GESTION DEL MINSAL",30092746,,null,2012,0,,null,3,31.02,0,5,CONSTRUCCION LABORATORIO ARICA (CONSULTORIAS Y OBRAS CIVILES),,Seremi  de Salud,Regional,"[{x:361496,y:7953686,ogc:32719}]",189600,172,EJECUCION,Salud
Seremi  de Salud,null,S/C,,null,2012,0,,20120209,6,24.03,44967571,0,PLAN COMUNAL DE PROMOCION PARA LAS COMUNAS DE LA REGION DE ARICA Y PARINACOTA,,Seremi  de Salud,Regional,[],16060,172,EJECUCION,Salud
Fondo Nacional de Salud,null,23.01.009,,null,2012,0,,null,6,23.01,4216399193,0,null,,Fondo Nacional de Salud,Regional,[],100000,167,EJECUCION,Salud
Fondo Nacional de Salud,null,2301009,,null,2012,0,,null,6,23.01,1160226633,0,Deficit de CCAF. FONASA,,Fondo Nacional de Salud,Regional,[],3216,167,EJECUCION,Salud
Fondo Nacional de Salud,null,24.01.010,,null,2012,0,,null,6,24.01,1008020618,0,Transferencia Corriente Al Sector Privado - Convenio Compras Hemodialisis ,,Fondo Nacional de Salud,Regional,[],137,167,EJECUCION,Salud
Fondo Nacional de Salud,null,32.05.001,,null,2012,0,,null,6,32.05,76180448,0,null,,Fondo Nacional de Salud,Regional,[],550,167,EJECUCION,Salud
Junta Nacional de Auxilio Escolar y Becas,null,24.01,,null,2012,0,,null,6,24.01,11430000,0,null,,Junta Nacional de Auxilio Escolar y Becas,"Arica,Putre",[],119,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01,,null,2012,0,,null,6,24.01,125061641,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],1800,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01,,null,2012,0,,null,6,24.01,5810795,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],93,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01,,null,2012,0,,null,6,24.01,266564454,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],4314,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01,,null,2012,0,,null,6,24.01,3869771,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],61,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.189,,null,2012,0,,null,6,24.01,961075050,0,Programas de Becas Indigenas,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],4748,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.190,,null,2012,0,,null,6,24.01,581946819,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],3014,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.231,,null,2012,0,,null,6,24.01,2455470703,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],14987,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.232,,null,2012,0,,null,6,24.01,34592495,0,Programa de Campamentos Recreativo para Escolares,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],445,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.235,,null,2012,0,,null,6,24.01,62914000,0,Programa Especial de Utiles Escolares,,Junta Nacional de Auxilio Escolar y Becas,,[],22381,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.236,,null,2012,0,,null,6,24.01,147362645,0,Residencia Familiar Estudiantil,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],219,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.240,,null,2012,0,,null,6,24.01,34882899,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],3123,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.242,,null,2012,0,,null,6,24.01,305849204,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],1957,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.243,,null,2012,0,,null,6,24.01,1381040323,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],6630,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.246,,null,2012,0,,null,6,24.01,259535074,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],1628,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.248,,null,2012,0,,null,6,24.01,20803804,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],320,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.250,,null,2012,0,,null,6,24.01,493530296,0,Programa de Becas Presidente de la Republica,,Junta Nacional de Auxilio Escolar y Becas,"Arica,Camarones,Putre",[],1423,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.251,,null,2012,0,,null,6,24.01,69056000,0,Subsidio para la Prueba de Seleccion Universitaria,,Junta Nacional de Auxilio Escolar y Becas,"Arica,Camarones,Putre",[],3990,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.252,,null,2012,0,,null,6,24.01,1482397436,0,null,,Junta Nacional de Auxilio Escolar y Becas,Arica,[],6677,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.257,,null,2012,0,,null,6,24.01,115253233,0,Tarjeta Nacional del Estudiante,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],34302,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.259,,null,2012,0,,null,6,24.01,38750000,0,null,,Junta Nacional de Auxilio Escolar y Becas,"Arica,Camarones,Putre",[],758,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.01.260,,null,2012,0,,null,6,24.01,24127000,0,null,,Junta Nacional de Auxilio Escolar y Becas,"Arica,Putre",[],96,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.03,,null,2012,0,,null,6,24.03,16806566,0,Chile Solidario Habilidades Para La Vida Y Escuelas Saludables,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],1126,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.03,,null,2012,0,,null,6,24.03,3561198,0,Chile Solidario Salud   Oral,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],90,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.03.167,,null,2012,0,,null,6,24.03,14064047,0,Salud         Oral          ,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],470,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.03.168,,null,2012,0,,null,6,24.03,93371899,0,Asistencia Medica Prebasica Basica Y Media,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],11042,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,24.03.169,,null,2012,0,,null,6,24.03,63580519,0,Habilidades Para La Vida Y Escuelas Saludables,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],7456,99,EJECUCION,null
Junta Nacional de Auxilio Escolar y Becas,null,33.01.001,,null,2012,0,,null,6,33.01,354598288,0,null,,Junta Nacional de Auxilio Escolar y Becas,Regional,[],1154,99,EJECUCION,null
Gobierno Regional,"EJECUCION DE UN CIRCUITO TURISTICO, EN CALLES EL MORRO ENTRE BOLOGNESI Y ARTEAGA, CON UNA SUPERFICIE DE INTERVENCION DE 1.861 M (95 ML), SE UNIFICA CALZADA Y VEREDA EN UN SOLO NIVEL SE PRIVILEGIA EL USO DEL ASFALTO EN EL TRANSITO VEHICULAR EN 331,28 M , SE GENERAN DISTINTAS PLAZOLETASMIRADORES DE PIEDRA CANTERA BOLIVIANA E INCORPORA PARA EL ACCESO DE LAS VIVIENDAS PIEDRA LAJA NEGRA  EN 204,63 M2 Y VERDE EN EL PISO PARA 337,34M  . SE CONSIDERA UN DISEO PAISAJISTICO CON LA INSTALACION DE FICUS (11), PIMIENTO (1), PALMERA (1)  Y ESPECIES ARBUSTIVAS (39). SE MANTIENEN LOS 13 ESTACIONAMIENTOS EXISTENTES Y SE AGREGAN ESCAOS (5 Y 4M), BASUREROS (15) Y SEALIZACION DE TRANSITO (6). LA ILUMINACION ES PEATONAL PARA LAS TERRAZAS Y ESPACIOS DE PERMANENCIA Y VEHICULAR EN TODO LO LARGO DE LA VIA. DADA LA IRREGULARIDAD DEL TERRENO, SE CONSIDERAN MUROS DE CONTENCION (111 ML, 61,254 M 13M), CONTENIENDO EL TERRENO Y A SU VEZ GENERANDO MIRADORES Y TERRAZAS EN DISTINTOS NIVELES.",30091055,,16,2012,1950000,,20120210,6,31.02,0,1,"MEJORAMIENTO CALLE EL MORRO (BOLOGNESI - ARTEAGA), ARICA",,null,Arica,"[{x:362447,y:7958072,ogc:32719}]",38105,1,EJECUCION,Multisectorial
Gobierno Regional,null,30091932,,16,2012,1950000,,20120210,6,31.02,0,1,"MEJORAMIENTO CALLE BOLOGNESI (CALLE EL MORRO-7 DE JUNIO), ARICA",,null,Arica,"[{x:361714,y:7957046,ogc:32719}]",38105,1,EJECUCION,Multisectorial
Gobierno Regional,null,30070145,,16,2012,3600000,,20120210,6,31.02,0,0,"CONSERVACION ACERAS DISTINTOS SECTORES, ARICA",,null,Arica,"[{x:362300,y:7955287,ogc:32719},{x:361860,y:7956606,ogc:32719},{x:364059,y:7956606,ogc:32719},{x:363033,y:7957925,ogc:32719},{x:363326,y:7955873,ogc:32719}]",185268,1,EJECUCION,Transporte
Gobierno Regional,null,30101323,,16,2012,1575000,,20120210,6,31.02,167518277,1,"CONSTRUCCION VIAS EVACUACION, ZONA TIERRAS BLANCAS, ARICA  ",,null,Arica,"[{x:362369,y:7955888,ogc:32719},{x:363318,y:7955888,ogc:32719}]",960,1,EJECUCION,Transporte
Gobierno Regional,null,30114915,,16,2012,1400000,,20120210,6,31.02,98889399,1,"CONSTRUCCION PAVIMENTOS VIAS CONTIGUAS A SITIOS F Y G, ARICA",,null,Arica,"[{x:364384,y:7957967,ogc:32719}]",10612,1,EJECUCION,Transporte
Gobierno Regional,null,30114927,,16,2012,750000,,20120210,6,31.02,299767236,1,"MEJORAMIENTO PLAZA PUERTA DEL SOL, SECTOR INDUSTRIALES IV, ARICA",,null,Arica,"[{x:364655,y:7958354,ogc:32719}]",3287,1,EJECUCION,Multisectorial
Gobierno Regional,"REALIZAR UN DIAGNOSTICO GENERAL DE LA CIUDAD Y SUS VIAS DE CIRCULACION PARA PROPONER UNA RED INTEGRAL DE CICLOVIAS, HACIENDO DE LA URBE UN ENTE MAS INTEGRAL Y AMABLE PARA SUS HABITANTES Y TURISTAS. PERMITIENDO Y FACILITANDO EL DESPLAZAMIENTO A TRAVES DE MEDIOS ALTERNATIVOS DETRANSPORTE. SE REALIZARAN CUATRO ETAPAS PARA EL ESTUDIOA) AJUSTE METODOLOGICO. B) RECOPILACION DE ANTECEDENTES Y DIAGNOSTICO.  C) PROPUESTA DE ALTERNATIVAS.   D) INFORME FINAL",30080185,,14,2012,42606000,,20120210,6,31.01,41000000,1,"DIAGNOSTICO RED INTEGRAL DE CICLOVIAS, ARICA",,null,Arica,"[{x:362447,y:7956899,ogc:32719},{x:363180,y:7956753,ogc:32719}]",175411,1,EJECUCION,Transporte
Gobierno Regional,null,30080475,,14,2012,25821000,,20120210,3,31.02,19250000,1,"MEJORAMIENTO AVDA. TUCAPEL, (DIEGO PORTALES-18 DE SEPTIEMBRE), ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:362593,y:7956606,ogc:32719},{x:362593,y:7956899,ogc:32719}]",175411,1,EJECUCION,Transporte
Gobierno Regional,null,30080479,,14,2012,23143500,,20120210,3,31.02,17167500,1,"MEJORAMIENTO AVDA.CDTE.SAN MARTIN (LA LISERA-SAN I.LOYOLA),ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:363473,y:7958658,ogc:32719},{x:363180,y:7958512,ogc:32719}]",175411,1,EJECUCION,Transporte
Gobierno Regional,null,30080482,,14,2012,23143500,,20120210,3,31.02,17167500,1,"MEJORAMIENTO AVDA. LINDEROS (ANTARTICA - CAPITAN AVALOS), ARICA",,Seremi de Vivienda y Urbanismo,Arica,"[{x:361567,y:7955434,ogc:32719},{x:362300,y:7955287,ogc:32719}]",175411,1,EJECUCION,Transporte
